Country|City|Code|Name
SPAIN|FUERTEVENTURA|FUE|FUERTEVENTURA AIRPORT
CHINA|FUYANG|FUG|FUYANG XIGUAN AIRPORT
JAPAN|FUKUE|FUJ|FUKUE AIRPORT
JAPAN|FUKUOKA|FUK|FUKUOKA AIRPORT
UNITED STATES|FULLERTON|FUL|FULLERTON MUNICIPAL AIRPORT
TUVALU|FUNAFUTI|FUN|FUNAFUTI INTERNATIONAL AIRPORT
WALLIS AND FUTUNA|FUTUNA ISLAND|FUT|POINTE VELE AIRPORT
UNITED STATES|FORT WAYNE|FWA|FORT WAYNE INTERNATIONAL AIRPORT
UNITED STATES|FORT LAUDERDALE|FXE|FORT LAUDERDALE EXECUTIVE AIRPORT
MOZAMBIQUE|CUAMBA|FXO|CUAMBA AIRPORT
CHINA|FUYUAN|FYJ|DONGJI AIRPORT
CHAD|FAYA-LARGEAU|FYT|FAYA LARGEAU AIRPORT
UNITED STATES|FORT YUKON|FYU|FORT YUKON AIRPORT
UNITED STATES|FAYETTEVILLE|FYV|DRAKE FIELD
UNITED STATES|FITZGERALD|FZG|FITZGERALD MUNICIPAL AIRPORT
UNITED STATES|FOSTORIA|FZI|FOSTORIA METROPOLITAN AIRPORT
UNITED KINGDOM|BRISTOL|FZO|BRISTOL FILTON AIRPORT
UNITED STATES|GADSDEN|GAD|NORTHEAST ALABAMA REGIONAL AIRPORT
TUNISIA|GABES|GAE|GABES MATMATA INTERNATIONAL AIRPORT
TUNISIA|GAFSA|GAF|GAFSA KSAR INTERNATIONAL AIRPORT
AUSTRALIA|GAYNDAH|GAH|GAYNDAH AIRPORT
UNITED STATES|GAITHERSBURG|GAI|MONTGOMERY COUNTY AIRPARK
JAPAN|YAMAGATA|GAJ|YAMAGATA AIRPORT
UNITED STATES|GALENA|GAL|EDWARD G. PITKA SR AIRPORT
UNITED STATES|GAMBELL|GAM|GAMBELL AIRPORT
MALDIVES|GAN ISLAND|GAN|GAN INTERNATIONAL AIRPORT
CUBA|GUANTANAMO|GAO|MARIANA GRAJALES AIRPORT
MALI|GAO|GAQ|GAO AIRPORT
KENYA|GARISSA|GAS|GARISSA AIRPORT
INDIA|GUWAHATI|GAU|LOKPRIYA GOPINATH BORDOLOI INTERNATIONAL AIRPORT
INDIA|GAYA|GAY|GAYA AIRPORT
AZERBAIJAN|QABALA|GBB|GABALA INTERNATIONAL AIRPORT
BOTSWANA|GABERONE|GBE|SIR SERETSE KHAMA INTERNATIONAL AIRPORT
UNITED STATES|GALESBURG|GBG|GALESBURG MUNICIPAL AIRPORT
GUADELOUPE|GRAND BOURG|GBJ|LES BASES AIRPORT
SIERRA LEONE|GBANGBATOK|GBK|GBANGBATOK AIRPORT
UNITED STATES|GREAT BEND|GBN|GREAT BEND MUNICIPAL AIRPORT
IRAN|GORGAN|GBT|GORGAN AIRPORT
NEW ZEALAND|CLARIS|GBZ|GREAT BARRIER AERODROME
UNITED STATES|GILLETTE|GCC|GILLETTE CAMPBELL COUNTY AIRPORT
GUERNSEY|GUERNSEY|GCI|GUERNSEY AIRPORT
SOUTH AFRICA|JOHANNESBURG|GCJ|GRAND CENTRAL AIRPORT
UNITED STATES|GARDEN CITY|GCK|GARDEN CITY REGIONAL AIRPORT
CAYMAN ISLANDS|GEORGETOWN|GCM|OWEN ROBERTS INTERNATIONAL AIRPORT
UNITED STATES|GRAND CANYON|GCN|GRAND CANYON NATIONAL PARK AIRPORT
ETHIOPIA|GODE|GDE|GODE AIRPORT
MEXICO|GUADALAJARA|GDL|DON MIGUEL HIDALGO Y COSTILLA INTERNATIONAL AIRPORT
POLAND|GDANSK|GDN|GDANSK LECH WALESA AIRPORT
ETHIOPIA|GONDAR|GDQ|GONDER AIRPORT
TURKS AND CAICOS ISLANDS|COCKBURN TOWN|GDT|JAGS MCCARTNEY INTERNATIONAL AIRPORT
UNITED STATES|GLENDIVE|GDV|DAWSON COMMUNITY AIRPORT
UNITED STATES|GLADWIN|GDW|GLADWIN ZETTEL MEMORIAL AIRPORT
RUSSIA|MAGADAN|GDX|SOKOL AIRPORT
RUSSIA|GELENDZHIK|GDZ|GELENDZHIK AIRPORT
NEW CALEDONIA|NOUMEA|GEA|NOUMEA MAGENTA AIRPORT
UNITED STATES|GEORGETOWN|GED|SUSSEX COUNTY AIRPORT
UNITED STATES|SPOKANE|GEG|SPOKANE INTERNATIONAL AIRPORT
BRAZIL|SANTO ANGELO|GEL|SANTO ANGELO AIRPORT
GUYANA|GEORGETOWN|GEO|CHEDDI JAGAN INTERNATIONAL AIRPORT
CUBA|NUEVA GERONA|GER|RAFAEL CABRERA AIRPORT
PHILIPPINES|ROMBLON|GES|GENERAL SANTOS INTERNATIONAL AIRPORT
AUSTRALIA|GERALDTON|GET|GERALDTON AIRPORT
UNITED STATES|GLENDALE|GEU|GLENDALE MUNICIPAL AIRPORT
SWEDEN|GALLIVARE|GEV|GALLIVARE AIRPORT
AUSTRALIA|GEELONG|GEX|GEELONG AIRPORT
AUSTRALIA|GRIFFITH|GFF|GRIFFITH AIRPORT
UNITED STATES|GRAND FORKS|GFK|GRAND FORKS INTERNATIONAL AIRPORT
UNITED STATES|QUEENSBURY|GFL|FLOYD BENNETT MEMORIAL AIRPORT
AUSTRALIA|GRAFTON|GFN|GRAFTON AIRPORT
GUYANA|BARTICA|GFO|BARTICA A AIRPORT
FRANCE|GRANVILLE|GFR|GRANVILLE AIRPORT
NAMIBIA|GROOTFONTEIN|GFY|GROOTFONTEIN AIRPORT
UNITED STATES|GEORGETOWN|GGE|GEORGETOWN COUNTY AIRPORT
UNITED STATES|LONGVIEW|GGG|EAST TEXAS REGIONAL AIRPORT
ARGENTINA|GOBERNADOR GREGORES|GGS|GOBERNADOR GREGORES AIRPORT
BAHAMAS|GREAT EXUMA|GGT|EXUMA INTERNATIONAL AIRPORT
UNITED STATES|GLASGOW|GGW|WOKAL FIELD GLASGOW INTERNATIONAL AIRPORT
ALGERIA|GHARDAIA|GHA|NOUMERAT - MOUFDI ZAKARIA AIRPORT
BAHAMAS|GOVERNOR'S HARBOR|GHB|GOVERNOR'S HARBOUR AIRPORT
GERMANY|GIEBELSTADT|GHF|[DUPLICATE] GIEBELSTADT ARMY AIR FIELD
UNITED STATES|MARSHFIELD|GHG|MARSHFIELD MUNICIPAL GEORGE HARLOW FIELD
LIBYA|GHAT|GHT|GHAT AIRPORT
ARGENTINA|GUALEGUAYCHU|GHU|GUALEGUAYCHU AIRPORT
GIBRALTAR|GIBRALTAR|GIB|GIBRALTAR AIRPORT
AUSTRALIA|BOIGU|GIC|BOIGU AIRPORT
UNITED STATES|WINTER HAVEN|GIF|WINTER HAVEN MUNICIPAL AIRPORT - GILBERT FIELD
BRAZIL|RIO DE JANEIRO|GIG|RIO GALEAO - TOM JOBIM INTERNATIONAL AIRPORT
PAKISTAN|GILGIT|GIL|GILGIT AIRPORT
NEW ZEALAND|GISBORNE|GIS|GISBORNE AIRPORT
SRI LANKA|SIGIRIYA|GIU|SIGIRIYA AIR FORCE BASE
SAUDI ARABIA|GIZAN|GIZ|JIZAN REGIONAL AIRPORT
HONDURAS|GUANAJA|GJA|LA LAGUNA AIRPORT
ALGERIA|JIJEL|GJL|JIJEL FERHAT ABBAS AIRPORT
ICELAND|GJOGUR|GJR|GJOGUR AIRPORT
UNITED STATES|GRAND JUNCTION|GJT|GRAND JUNCTION REGIONAL AIRPORT
PAPUA NEW GUINEA|GOROKA|GKA|GOROKA AIRPORT
GERMANY|GEILENKIRCHEN|GKE|GEILENKIRCHEN AIR BASE
MALDIVES|KOODDOO|GKK|KOODDOO AIRPORT
AUSTRALIA|GREAT KEPPEL ISLAND|GKL|GREAT KEPPEL IS AIRPORT
UNITED STATES|GULKANA|GKN|GULKANA AIRPORT
UNITED STATES|ARLINGTON|GKY|ARLINGTON MUNICIPAL AIRPORT
UNITED KINGDOM|GLASGOW|GLA|GLASGOW INTERNATIONAL AIRPORT
UNITED STATES|GOODLAND|GLD|RENNER FIELD-GOODLAND MUNICIPAL AIRPORT
COSTA RICA|GOLFITO|GLF|GOLFITO AIRPORT
UNITED STATES|GREENVILLE|GLH|MID DELTA REGIONAL AIRPORT
AUSTRALIA|GLEN INNES|GLI|GLEN INNES AIRPORT
COLOMBIA|GARZON|GLJ|LA JAGUA AIRPORT
SOMALIA|GALCAIO|GLK|GALCAIO AIRPORT
UNITED KINGDOM|GOLOUCHESTERSHIRE|GLO|GLOUCESTERSHIRE AIRPORT
UNITED STATES|GALVESTON|GLS|SCHOLES INTERNATIONAL AT GALVESTON AIRPORT
AUSTRALIA|GLADSTONE|GLT|GLADSTONE AIRPORT
BHUTAN|GELEPHU|GLU|GELEPHU AIRPORT
UNITED STATES|GOLOVIN|GLV|GOLOVIN AIRPORT
CONGO (KINSHASA)|GEMENA|GMA|GEMENA AIRPORT
ETHIOPIA|GAMBELLA|GMB|GAMBELLA AIRPORT
BELARUS|GOMEL|GME|GOMEL AIRPORT
UNITED STATES|GROVE|GMJ|GROVE MUNICIPAL AIRPORT
UKRAINE|KIEV|GML|GOSTOMEL AIRPORT
SOUTH KOREA|SEOUL|GMP|GIMPO INTERNATIONAL AIRPORT
FRENCH POLYNESIA|TOTEGEGIE|GMR|TOTEGEGIE AIRPORT
UNITED STATES|GREENVILLE|GMU|GREENVILLE DOWNTOWN AIRPORT
SPAIN|LA GOMERA|GMZ|LA GOMERA AIRPORT
BELARUS|HRODNA|GNA|HRODNA AIRPORT
FRANCE|GRENOBLE|GNB|GRENOBLE-ISERE AIRPORT
GRENADA|POINT SALINES|GND|POINT SALINES INTERNATIONAL AIRPORT
TAIWAN|GREEN ISLAND|GNI|LYUDAO AIRPORT
BRAZIL|GUANAMBI|GNM|GUANAMBI AIRPORT
INDONESIA|GUNUNG SITOLI|GNS|BINAKA AIRPORT
UNITED STATES|GRANTS|GNT|GRANTS-MILAN MUNICIPAL AIRPORT
UNITED STATES|GAINESVILLE|GNV|GAINESVILLE REGIONAL AIRPORT
TURKEY|SANLIURFA|GNY|SANLIURFA GAP AIRPORT
BOTSWANA|GHANZI|GNZ|GHANZI AIRPORT
ITALY|GENOA|GOA|GENOA CRISTOFORO COLOMBO AIRPORT
ETHIOPIA|GOBA|GOB|ROBE AIRPORT
GREENLAND|GODTHAAB|GOH|GODTHAAB NUUK AIRPORT
INDIA|GOA|GOI|DABOLIM AIRPORT
RUSSIA|NIZHNIY NOVGOROD|GOJ|NIZHNY NOVGOROD STRIGINO INTERNATIONAL AIRPORT
CONGO (KINSHASA)|GOMA|GOM|GOMA INTERNATIONAL AIRPORT
UNITED STATES|GROTON CT|GON|GROTON NEW LONDON AIRPORT
INDIA|GORAKHPUR|GOP|GORAKHPUR AIRPORT
CHINA|GOLMUD|GOQ|GOLMUD AIRPORT
ETHIOPIA|GORE|GOR|GORE AIRPORT
SWEDEN|GOTHENBORG|GOT|GOTHENBURG-LANDVETTER AIRPORT
CAMEROON|GAROUA|GOU|GAROUA INTERNATIONAL AIRPORT
AUSTRALIA|GOVE|GOV|GOVE AIRPORT
SRI LANKA|GALOYA|GOY|AMPARA AIRPORT
BULGARIA|GORNA ORECHOVICA|GOZ|GORNA ORYAHOVITSA AIRPORT
GREECE|PATRAS|GPA|ARAXOS AIRPORT
BRAZIL|GUARAPUAVA|GPB|TANCREDO THOMAS DE FARIA AIRPORT
COLOMBIA|GUAPI|GPI|JUAN CASIANO AIRPORT
AUSTRALIA|PIRLANGIMPI|GPN|GARDEN POINT AIRPORT
ECUADOR|GALAPAGOS|GPS|SEYMOUR AIRPORT
UNITED STATES|GULFPORT|GPT|GULFPORT BILOXI INTERNATIONAL AIRPORT
UNITED STATES|GRAND RAPIDS MN|GPZ|GRAND RAPIDS ITASCA CO-GORDON NEWSTROM FIELD
UNITED STATES|GALION|GQQ|GALION MUNICIPAL AIRPORT
UNITED STATES|GREEN BAY|GRB|AUSTIN STRAUBEL INTERNATIONAL AIRPORT
UNITED STATES|FORT LEWIS|GRF|GRAY ARMY AIR FIELD
UNITED STATES|GRAND ISLAND|GRI|CENTRAL NEBRASKA REGIONAL AIRPORT
SOUTH AFRICA|GEORGE|GRJ|GEORGE AIRPORT
UNITED STATES|KILLEEN|GRK|ROBERT GRAY  ARMY AIR FIELD AIRPORT
UNITED STATES|GRAND MARAIS|GRM|GRAND MARAIS COOK COUNTY AIRPORT
SPAIN|GERONA|GRO|GIRONA AIRPORT
BRAZIL|GURUPI|GRP|GURUPI AIRPORT
NETHERLANDS|GRONINGEN|GRQ|EELDE AIRPORT
UNITED STATES|GRAND RAPIDS|GRR|GERALD R. FORD INTERNATIONAL AIRPORT
ITALY|GROSSETO|GRS|GROSSETO AIR BASE
BRAZIL|SAO PAULO|GRU|GUARULHOS - GOVERNADOR ANDRE FRANCO MONTORO INTERNATIONAL AIRPORT
RUSSIA|GROZNY|GRV|KHANKALA AIR BASE
PORTUGAL|GRACIOSA ISLAND|GRW|GRACIOSA AIRPORT
SPAIN|GRANADA|GRX|FEDERICO GARCIA LORCA AIRPORT
ICELAND|GRIMSEY|GRY|GRIMSEY AIRPORT
AUSTRIA|GRAZ|GRZ|GRAZ AIRPORT
UNITED STATES|GOLDSBORO|GSB|SEYMOUR JOHNSON AIR FORCE BASE
SWEDEN|GOTHENBORG|GSE|GOTHENBURG CITY AIRPORT
UNITED STATES|GREENSBORO|GSO|PIEDMONT TRIAD INTERNATIONAL AIRPORT
UNITED STATES|GREENVILLE|GSP|GREENVILLE SPARTANBURG INTERNATIONAL AIRPORT
EGYPT|SHARQ AL-OWAINAT|GSQ|SHARK EL OWEINAT INTERNATIONAL AIRPORT
UNITED STATES|GUSTAVUS|GST|GUSTAVUS AIRPORT
UNITED STATES|FORT DRUM|GTB|WHEELER SACK ARMY AIR FIELD
AUSTRALIA|GROOTE EYLANDT|GTE|GROOTE EYLANDT AIRPORT
UNITED STATES|GREAT FALLS|GTF|GREAT FALLS INTERNATIONAL AIRPORT
GERMANY|RUEGEN|GTI|RUGEN AIRPORT
INDONESIA|GORONTALO|GTO|JALALUDDIN AIRPORT
UNITED STATES|COLUMBUS MISSISSIPPI|GTR|GOLDEN TRIANGLE REGIONAL AIRPORT
UNITED STATES|GEORGETOWN|GTU|GEORGETOWN MUNICIPAL AIRPORT
GUATEMALA|GUATEMALA CITY|GUA|LA AURORA AIRPORT
MEXICO|GUERRERO NEGRO|GUB|GUERRERO NEGRO AIRPORT
UNITED STATES|GUNNISON|GUC|GUNNISON CRESTED BUTTE REGIONAL AIRPORT
AUSTRALIA|Gunnedah|GUH|GUNNEDAH AIRPORT
VENEZUELA|GUIRIA|GUI|GUIRIA AIRPORT
AUSTRALIA|GOULBURN|GUL|GOULBURN AIRPORT
GUAM|AGANA|GUM|ANTONIO B. WON PAT INTERNATIONAL AIRPORT
UNITED STATES|GALLUP|GUP|GALLUP MUNICIPAL AIRPORT
VENEZUELA|GUANARE|GUQ|GUANARE AIRPORT
PAPUA NEW GUINEA|GURNEY|GUR|GURNEY AIRPORT
UNITED STATES|PERU|GUS|GRISSOM AIR RESERVE BASE
GERMANY|GUETERSLOH|GUT|GUTERSLOH AIR BASE
KAZAKHSTAN|ATYRAU|GUW|ATYRAU AIRPORT
UNITED STATES|GUYMON|GUY|GUYMON MUNICIPAL AIRPORT
BRAZIL|GUARAPARI|GUZ|GUARAPARI AIRPORT
SWITZERLAND|GENEVA|GVA|GENEVA COINTRIN INTERNATIONAL AIRPORT
UNITED STATES|GAINESVILLE|GVL|LEE GILMER MEMORIAL AIRPORT
RUSSIA|SOVETSKAYA GAVAN|GVN|MAYGATKA AIRPORT.
UNITED STATES|BATAVIA|GVQ|GENESEE COUNTY AIRPORT
BRAZIL|GOVERNADOR VALADARES|GVR|CORONEL ALTINO MACHADO DE OLIVEIRA AIRPORT
UNITED STATES|GREENVILE|GVT|MAJORS AIRPORT
SWEDEN|GAVLE|GVX|GAVLE SANDVIKEN AIRPORT
PAKISTAN|GWADAR|GWD|GWADAR INTERNATIONAL AIRPORT
ZIMBABWE|GWERT|GWE|THORNHILL AIR BASE
INDIA|GWALIOR|GWL|GWALIOR AIRPORT
UNITED STATES|GREENWOOD|GWO|GREENWOOD-LEFLORE AIRPORT
GERMANY|WESTERLAND|GWT|WESTERLAND SYLT AIRPORT
IRELAND|GALWAY|GWY|GALWAY AIRPORT
YEMEN|SAYUN INTL|GXF|SAYUN INTERNATIONAL AIRPORT
ANGOLA|NEGAGE|GXG|NEGAGE AIRPORT
CHINA|XIAHE CITY|GXH|GANNAN XIAHE AIRPORT
CHILE|COYHAIQUE|GXQ|TENIENTE VIDAL AIRPORT
UNITED STATES|GREELEY|GXY|GREELEY-WELD COUNTY AIRPORT
BOLIVIA|GUAYARAMERIN|GYA|CAPITAN DE AV. EMILIO BELTRAN AIRPORT
AZERBAIJAN|BAKU|GYD|HEYDAR ALIYEV INTERNATIONAL AIRPORT
ECUADOR|GUAYAQUIL|GYE|JOSE JOAQUIN DE OLMEDO INTERNATIONAL AIRPORT
UNITED STATES|GREENVILLE|GYH|DONALDSON CENTER AIRPORT
RWANDA|GISENYI|GYI|GISENYI AIRPORT
AUSTRALIA|ARGYLE|GYL|ARGYLE AIRPORT
MEXICO|GUAYMAS|GYM|GENERAL JOSE MARIA YANEZ INTERNATIONAL AIRPORT
BRAZIL|GOIANIA|GYN|SANTA GENOVEVA AIRPORT
CHINA|GUANGYUAN|GYS|GUANGYUAN AIRPORT
CHINA|GUYUAN|GYU|GUYUAN LIUPANSHAN AIRPORT
UNITED STATES|GARY|GYY|GARY CHICAGO INTERNATIONAL AIRPORT
PALESTINE|GAZA|GZA|YASSER ARAFAT INTERNATIONAL AIRPORT
MALTA|GOZO|GZM|XEWKIJA HELIPORT
SOLOMON ISLANDS|GIZO|GZO|NUSATUPE AIRPORT
TURKEY|ALANYA|GZP|GAZIPASA AIRPORT
TURKEY|GAZIANTEP|GZT|GAZIANTEP INTERNATIONAL AIRPORT
NORWAY|HASVIK|HAA|HASVIK AIRPORT
JAPAN|HACHIJOJIMA|HAC|HACHIJOJIMA AIRPORT
SWEDEN|HALMSTAD|HAD|HALMSTAD AIRPORT
UNITED STATES|HALF MOON BAY|HAF|HALF MOON BAY AIRPORT
COMOROS|MORONI|HAH|PRINCE SAID IBRAHIM INTERNATIONAL AIRPORT
GERMANY|HANNOVER|HAJ|HANNOVER AIRPORT
CHINA|HAIKOU|HAK|HAIKOU MEILAN INTERNATIONAL AIRPORT
GERMANY|HAMBURG|HAM|HAMBURG AIRPORT
VIETNAM|HANOI|HAN|NOI BAI INTERNATIONAL AIRPORT
MALDIVES|HAA DHAALU ATOLL|HAQ|HANIMAADHOO AIRPORT
SAUDI ARABIA|HAIL|HAS|HA'IL AIRPORT
NORWAY|HAUGESUND|HAU|HAUGESUND AIRPORT
CUBA|HAVANA|HAV|JOSE MARTI INTERNATIONAL AIRPORT
AUSTRALIA|HOBART|HBA|HOBART INTERNATIONAL AIRPORT
EGYPT|ALEXANDRIA|HBE|BORG EL ARAB INTERNATIONAL AIRPORT
UNITED STATES|HATTIESBURG|HBG|HATTIESBURG BOBBY L CHAIN MUNICIPAL AIRPORT
UNITED STATES|ASHEBORO|HBI|ASHEBORO REGIONAL AIRPORT
UNITED STATES|HOBART|HBR|HOBART REGIONAL AIRPORT
SAUDI ARABIA|KING KHALID MIL.CITY|HBT|KING KHALED MILITARY CITY AIRPORT
INDIA|HUBLI|HBX|HUBLI AIRPORT
CHINA|HECHI|HCJ|HECHI JINCHENGJIANG AIRPORT
TAIWAN|HENGCHUN|HCN|HENGCHUN AIRPORT
AUSTRALIA|HALLS CREEK|HCQ|HALLS CREEK AIRPORT
UNITED STATES|HOLY CROSS|HCR|HOLY CROSS AIRPORT
PAKISTAN|HYDERABAD|HDD|HYDERABAD AIRPORT
UNITED STATES|HOLDREDGE|HDE|BREWSTER FIELD
GERMANY|HERINGSDORF|HDF|HERINGSDORF AIRPORT
CHINA|HANDAN|HDG|HANDAN AIRPORT
UNITED STATES|DILLINGHAM|HDH|DILLINGHAM AIRFIELD
UNITED STATES|CLEVELAND|HDI|HARDWICK FIELD
IRAN|HAMADAN|HDM|HAMADAN AIRPORT
UNITED STATES|HAYDEN|HDN|YAMPA VALLEY AIRPORT
UNITED STATES|HONDO|HDO|SOUTH TEXAS REGIONAL AIRPORT AT HONDO
SOUTH AFRICA|HOEDSPRUIT|HDS|HOEDSPRUIT AIR FORCE BASE AIRPORT
THAILAND|HAT YAI|HDY|HAT YAI INTERNATIONAL AIRPORT
AFGHANISTAN|HERAT|HEA|HERAT AIRPORT
BURMA|HEHO|HEH|HEHO AIRPORT
GERMANY|BUSUM|HEI|HEIDE-BUSUM AIRPORT
CHINA|HEIHE|HEK|HEIHE AIRPORT
FINLAND|HELSINKI|HEL|HELSINKI VANTAA AIRPORT
FINLAND|HELSINKI|HEM|HELSINKI MALMI AIRPORT
FINLAND|HELSINKI|HEN|HERNESAARI HELIPORT
GREECE|HERAKLION|HER|HERAKLION INTERNATIONAL NIKOS KAZANTZAKIS AIRPORT
CHINA|HOHHOT|HET|BAITA INTERNATIONAL AIRPORT
GREECE|ATHENS|HEW|ATHEN HELENIKON AIRPORT
DOMINICAN REPUBLIC|SANTO DOMINGO|HEX|HERRERA AIRPORT
ISRAEL|HAIFA|HFA|HAIFA INTERNATIONAL AIRPORT
UNITED STATES|HARTFORD|HFD|HARTFORD BRAINARD AIRPORT
CHINA|HEFEI|HFE|HEFEI LUOGANG INTERNATIONAL AIRPORT
ICELAND|HOFN|HFN|HORNAFJORÐUR AIRPORT
SWEDEN|HAGFORS|HFS|HAGFORS AIRPORT
NORWAY|HAMMERFEST|HFT|HAMMERFEST AIRPORT
SOMALIA|HARGEISA|HGA|EGAL INTERNATIONAL AIRPORT
AUSTRALIA|HUGHENDEN|HGD|HUGHENDEN AIRPORT
CHINA|HANGZHOU|HGH|HANGZHOU XIAOSHAN INTERNATIONAL AIRPORT
GERMANY|HELGOLAND|HGL|HELGOLAND-DUNE AIRPORT
THAILAND|MAE HONG SON|HGN|MAE HONG SON AIRPORT
COTE D'IVOIRE|KORHOGO|HGO|KORHOGO AIRPORT
UNITED STATES|HAGERSTOWN|HGR|HAGERSTOWN REGIONAL RICHARD A HENSON FIELD
SIERRA LEONE|FREETOWN|HGS|HASTINGS AIRPORT
PAPUA NEW GUINEA|MOUNT HAGEN|HGU|MOUNT HAGEN KAGAMUGA AIRPORT
UNITED STATES|HILTON HEAD ISLAND|HHH|HILTON HEAD AIRPORT
UNITED STATES|WAHIAWA|HHI|WHEELER ARMY AIRFIELD
GERMANY|HAHN|HHN|FRANKFURT-HAHN AIRPORT
THAILAND|PRACHUAP KHIRI KHAN|HHQ|HUA HIN AIRPORT
UNITED STATES|HAWTHORNE|HHR|JACK NORTHROP FIELD HAWTHORNE MUNICIPAL AIRPORT
UNITED STATES|HIBBING|HIB|RANGE REGIONAL AIRPORT
AUSTRALIA|HORN ISLAND|HID|HORN ISLAND AIRPORT
UNITED STATES|OGDEN|HIF|HILL AIR FORCE BASE
UNITED STATES|LAKE HAVASU CITY|HII|LAKE HAVASU CITY AIRPORT
JAPAN|HIROSHIMA|HIJ|HIROSHIMA AIRPORT
SRI LANKA|POLONNARUWA TOWN|HIM|HINGURAKGODA AIR FORCE BASE
SOUTH KOREA|SACHEON|HIN|SACHEON AIR BASE
UNITED STATES|HILLSBORO|HIO|PORTLAND HILLSBORO AIRPORT
SOLOMON ISLANDS|HONIARA|HIR|HONIARA INTERNATIONAL AIRPORT
AUSTRALIA|HAYMAN ISLAND|HIS|HAYMAN ISLAND HELIPORT
JAPAN|HIROSHIMA|HIW|HIROSHIMANISHI AIRPORT
CHINA|ZHIJIANG|HJJ|ZHIJIANG AIRPORT
INDIA|KHAJURAHO|HJR|KHAJURAHO AIRPORT
UNITED STATES|HEALY|HKB|HEALY RIVER AIRPORT
JAPAN|HAKODATE|HKD|HAKODATE AIRPORT
HONG KONG|HONG KONG|HKG|CHEK LAP KOK INTERNATIONAL AIRPORT
NEW ZEALAND|HOKITIKA|HKK|HOKITIKA AIRFIELD
PAPUA NEW GUINEA|HOSKINS|HKN|KIMBE AIRPORT
THAILAND|PHUKET|HKT|PHUKET INTERNATIONAL AIRPORT
UNITED STATES|HICKORY|HKY|HICKORY REGIONAL AIRPORT
SOUTH AFRICA|JOHANNESBURG|HLA|LANSERIA AIRPORT
CHINA|HAILAR|HLD|DONGSHAN AIRPORT
SWEDEN|HULTSFRED|HLF|HULTSFRED AIRPORT
UNITED STATES|WHEELING|HLG|WHEELING OHIO COUNTY AIRPORT
CHINA|ULANHOT|HLH|ULANHOT AIRPORT
LITHUANIA|BARYSIAI|HLJ|BARYSIAI AIRPORT
UNITED STATES|HELENA|HLN|HELENA REGIONAL AIRPORT
INDONESIA|JAKARTA|HLP|HALIM PERDANAKUSUMA INTERNATIONAL AIRPORT
UNITED STATES|FORT HOOD|HLR|HOOD ARMY AIR FIELD
AUSTRALIA|HAMILTON|HLT|HAMILTON AIRPORT
NEW ZEALAND|HAMILTON|HLZ|HAMILTON INTERNATIONAL AIRPORT
RUSSIA|KHANTY-MANSIYSK|HMA|KHANTY MANSIYSK AIRPORT
EGYPT|SOHAG|HMB|SOHAG INTERNATIONAL AIRPORT
ALGERIA|HASSI MESSAOUD|HME|OUED IRARA AIRPORT
CHINA|HAMI|HMI|HAMI AIRPORT
UKRAINE|KHMEINITSKIY|HMJ|KHMELNYTSKYI AIRPORT
UNITED STATES|ALAMOGORDO|HMN|HOLLOMAN AIR FORCE BASE
MEXICO|HERMOSILLO|HMO|GENERAL IGNACIO P. GARCIA INTERNATIONAL AIRPORT
NORWAY|HAMAR|HMR|STAFSBERG AIRPORT
SWEDEN|HEMAVAN|HMV|HEMAVAN AIRPORT
JAPAN|HANAMAKI|HNA|HANAMAKI AIRPORT
JAPAN|TOKYO|HND|TOKYO HANEDA INTERNATIONAL AIRPORT
UNITED STATES|HOONAH|HNH|HOONAH AIRPORT
UNITED STATES|HONOLULU|HNL|HONOLULU INTERNATIONAL AIRPORT
UNITED STATES|HANA|HNM|HANA AIRPORT
UNITED STATES|HAINES|HNS|HAINES AIRPORT
CHINA|HENGYANG|HNY|HENGYANG NANYUE AIRPORT
UNITED STATES|OXFORD|HNZ|HENDERSON OXFORD AIRPORT
KENYA|HOLA|HOA|HOLA AIRPORT
UNITED STATES|HOBBS|HOB|LEA COUNTY REGIONAL AIRPORT
YEMEN|HODEIDAH|HOD|HODEIDAH INTERNATIONAL AIRPORT
SAUDI ARABIA|AL-AHSA|HOF|AL AHSA AIRPORT
CUBA|HOLGUIN|HOG|FRANK PAIS INTERNATIONAL AIRPORT
FRENCH POLYNESIA|HAO ISLAND|HOI|HAO AIRPORT
AUSTRIA|HOHENEMS|HOJ|HOHENEMS-DORNBIRN AIRPORT
AUSTRALIA|HOOKER CREEK|HOK|HOOKER CREEK AIRPORT
UNITED STATES|HOMER|HOM|HOMER AIRPORT
UNITED STATES|HURON|HON|HURON REGIONAL AIRPORT
UNITED STATES|HOPKINSVILLE|HOP|CAMPBELL AAF (FORT CAMPBELL) AIR FIELD
GERMANY|HOF|HOQ|HOF-PLAUEN AIRPORT
PORTUGAL|HORTA|HOR|HORTA AIRPORT
UNITED STATES|HOT SPRINGS|HOT|MEMORIAL FIELD
UNITED STATES|HOUSTON|HOU|WILLIAM P HOBBY AIRPORT
NORWAY|ORSTA-VOLDA|HOV|ORSTA-VOLDA AIRPORT
TONGA|LIFUKA|HPA|LIFUKA ISLAND AIRPORT
UNITED STATES|HOOPER BAY|HPB|HOOPER BAY AIRPORT
CHINA|SHENNONGJIA|HPG|SHENNONGJIA HONGPING AIRPORT
